,country,description,designation,points,price,province,first_region,second_region,taster_name,taster_twitter_handle,title,variety,winery,Latitude,Longitude
2684,US,"This very substantive wine carries rich and complex flavors on a firm and lively frame. It has an exotic, perfumed aroma, and plenty of fruit flavor and firm tannins. The elements of ripe cherries, suave oak and vibrant acidity all support each other for great balance and a long finish.",Gloria Estate,94,54,California,Russian River Valley,Sonoma,Jim Gordon,@gordone_cellars,Freeman 2012 Gloria Estate Pinot Noir (Russian River Valley),Pinot Noir,Freeman,38.483083,-122.80327
2685,US,"Winemaker David Galzignato is making bold but layered wines from the Willow Creek district, including this blend of 94% Cabernet Sauvignon, 4% Merlot and 2% Petit Verdot. It offers aromas of cherry-vanilla cream soda with wild mint in the background. Solid tannins frame the palate, which boasts rich flavors of blackberries, root beer, black dirt and port reduction sauce. Drink 2018É??2024, perhaps beyond.",Passing By,94,59,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Jada Vineyard & Winery 2012 Passing By Red (Paso Robles),Bordeaux-style Red Blend,Jada Vineyard & Winery,35.6368759,-120.6545022
13264,US,"Sizable portions of caramel and honey play off the nose of this inviting wine, which reveals elements of baked apple, grilled pineapple and a tangy, spicy undercurrent of acidity. Structured, layered and complex, it has more to show within its integrated layers and long length.",Cuv??e Natalie Estate,94,52,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Nicholson Ranch 2013 Cuv??e Natalie Estate Chardonnay (Sonoma Coast),Chardonnay,Nicholson Ranch,38.4052701,-123.096764
22078,US,"Brambly cherry fruit carries a generous amount of vanilla and clove highlights, along with a lightly smoky aroma of Earl Grey tea. Such details bring the wine to a deliciously satisfying finish.",Archery Summit Estate,94,150,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Archery Summit 2012 Archery Summit Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit,45.277904,-123.018535
13262,US,"This begins with compelling aromas of rose petals and breakfast tea. Those tea-like tannins underscore an elegant wine with subtle fruit flavors. A delicate dance partners the fresh cherry fruit, the baking spices and other barrel-influenced accents, soft but penetrating tannins and the lightly chalky minerality. Lovely already, it should continue to drink well through 2025.",Lia's Vineyard,94,58,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,J. Christopher 2013 Lia's Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,J. Christopher,45.3762277,-123.037326
14508,US,"Cherry and orange please the palate immediately, with a subversive note of peat and forestÉ??it's a good commingling of fruit and exotic savory elements that remain memorable through the lengthy complexity of medium-bodied, velvety texture and weight. This wine is so good now it'd be hard to set it down, but it will reward cellaring, through 2024.",Terra de Promissio Vineyard,94,58,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Williams Selyem 2014 Terra de Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem,38.4052701,-123.096764
2389,US,"A multidimensional wine, this delicious example made from 130-year-old vines combines depth, breadth and length. It smells like ripe blackberries, tastes fruity and layered, feels luxurious and supple but at the same time firm in fine tannins and balanced by lively acidity. Medium to full bodied, it tastes great now and will improve through 2020.",Deaver Vineyard,94,30,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Terra d'Oro 2013 Deaver Vineyard Zinfandel (Amador County),Zinfandel,Terra d'Oro,38.3488921,-120.7740931
4799,US,"The Eyrie reserve is a single vineyard selection from the estate's oldest vines, planted between 1967 and 1973. The longevity of these wines is a proven fact; they evolve (and generally improve) for decades. This is already delicious, smoky, almost ethereal, with truly Burgundian finesse and depth. This wine, as much or more than any other, expresses the potential of Oregon Pinot Noir to approach the majesty of fine Burgundy.",Reserve,94,62,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,The Eyrie Vineyards 2007 Reserve Pinot Noir (Dundee Hills),Pinot Noir,The Eyrie Vineyards,45.277904,-123.018535
2710,US,"This wine is rich to the edge of voluptuousness. Delicious nutty, toasty and buttery flavors are wrapped around ripe apricot and papaya fruit. A full-bodied, complex wine, it was aged for a year in 55% concrete eggs, 25% stainless and 20% French oak barrels.",Les Sols Ar??nac??s,94,65,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Lachini 2015 Les Sols Ar??nac??s Chardonnay (Chehalem Mountains),Chardonnay,Lachini,45.3762277,-123.037326
12133,US,"Still the best wine in the lineup, this Bordeaux-style blend, made by Cadence's Ben Smith, is two-thirds Cabernet Sauvignon, which is sourced from some of the oldest vines on Red Mountain, planted in 1975 and 1982. Concentrated, tannic and dense, it matches the superb fruit with captivating notes of seed bread and cayenne pepper.",Collaboration Series I Ciel du Cheval Vineyard,94,55,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine?ˇ,Force Majeure 2009 Collaboration Series I Ciel du Cheval Vineyard Red (Red Mountain),Bordeaux-style Red Blend,Force Majeure,49.1024147,-117.8194705
14909,US,"Apricot, melon and caramel apple provide an alluring richness to this concentrated, full-bodied wine, which finds its balance in texture and power as it opens in the glass. Pretty aromatics provide the counterpoint to the curvy lustiness at its core, offering focus and finesse.",River Block,94,68,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2014 River Block Chardonnay (Russian River Valley),Chardonnay,Rochioli,38.483083,-122.80327
12469,US,"This bottling screams white earth, with a chalk- and riverstone-like minerality and clotted cream and lemon scents. That minerality carries through to the palate, where a chalky note blends with Asian pear and marshmallow. It's a study in how to present delicate flavors with pizzazz, which the Talley family has been known to do.",Oliver's Vineyard,94,38,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Talley 2014 Oliver's Vineyard Chardonnay (Edna Valley),Chardonnay,Talley,35.2168996,-120.6077553
2669,US,"This fresh, supple Pinot comes from a cool Russian River Valley site overlapping the Sonoma Coast AVA. Jenkins sits above the fog line and is rich in Goldridge soils. The wine is lightly mushroomy in earth, and a keen streak of exotic spiciness kicks in convincingly on the finish, after intense and complicated layers of red cherry, raspberry and lavender.",Jenkins Vineyard,94,70,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2012 Jenkins Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,38.483083,-122.80327
13310,US,"Bright cranberry and cherry fruit bursts out of the glass, beautifully ripe and focused. Crystalline acidity underscores the purity of the fruit, punching through with penetrating depth. The primary flavors, delicious already, promise a long life and further development ahead. Drink 2020É??2030.",Fleur de Lis Vineyard,94,90,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Domaine Serene 2012 Fleur de Lis Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene,45.277904,-123.018535
4663,US,"Exuberant in mousse, this wine is luxurious and rich, the perfect quaff for any occasion. Made from 75% Pinot Noir and 25% Chardonnay, and aged for three years, it's bright in bolts of green apple and strawberry.",Wedding Cuv??e,94,44,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2013 Wedding Cuv??e Sparkling (Green Valley),Sparkling Blend,Iron Horse,31.8542511,-110.9937019
4664,US,"This varietal wine is toasty in caramelized oak and richly interwoven with flavors and aromas of pencil shavings, plum and black currant. Grippy, with a velvety texture, it provides structure and power in equal parts.",Estate Grown Cave Fermented,94,115,California,Napa Valley,Napa,Virginie Boone,@vboone,Jarvis 2013 Estate Grown Cave Fermented Cabernet Franc (Napa Valley),Cabernet Franc,Jarvis,38.5024689,-122.2653887
21372,US,"So much is happening on the nose and palate of this bottling that it can hold one's attention for hours. Rich aromas of cola, cocoa, coffee, dred black cherry, oregano, black pepper, dried herbs and slow-roasted beef lead into a palate packed with peppercorn sauce, tangy dried berries and hints of ancho chile-chocolate. After wading through layers of herbs, the finish is minty.",Bentley Ironworks,94,45,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Mattucci 2013 Bentley Ironworks Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Mattucci,35.6368759,-120.6545022
21370,US,"Lots of red flowers, from roses to hibiscus, show alongside plump candied red cherries, exotic Asian spice, black tea and hearty chaparral herbs on the nose of this bottling. The palate is heavy with bay leaf, thyme and eucalyptus served atop a strawberry-cherry base. It's earthy and herbal, yet redolent with ripeness.",Block M,94,60,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Melville 2014 Block M Pinot Noir (Sta. Rita Hills),Pinot Noir,Melville,34.6422431,-120.438894
11304,US,"The producer packs a powerful punch into this blend of 72% Cabernet Sauvignon and 28% Cabernet Franc, aged two years in 70% new French oak. Big, hearty tannins wrap around curls of smoked meat, clove, sage and black pepper, finding common purpose in layered complexity. It should be best between 2022 and 2026.",Proprietary,94,160,California,Napa Valley,Napa,Virginie Boone,@vboone,Viader 2014 Proprietary Red (Napa Valley),Red Blend,Viader,38.5024689,-122.2653887
4554,US,"Opening with a touch of petrol-like reduction on the nose, this Eastside Road-grown wine imparts lighter shades of apple blossom and grapefruit pith, while a well-hewn foundation of minerality forms its core. Deep toffee, caramel and fig tones develop in the glass, with an intensity of body and warmth on the finish.",UV El Diablo Vineyard,94,70,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Arista 2014 UV El Diablo Vineyard Chardonnay (Russian River Valley),Chardonnay,Arista,38.483083,-122.80327
14886,US,"Wow. This challenges the best of Canada for a great Gew?¨rztraminer ice wine. A thrilling mix of flower, fruit, caramel, coffee (!) and honey, it is impeccably balanced and outrageously delicious. Just goes and goes.",Celilo Vineyard Gewurztraminer Ice Wine,94,45,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,Viento 2009 Celilo Vineyard Gewurztraminer Ice Wine Gew?¨rztraminer (Columbia Gorge (OR)),Gew?¨rztraminer,Viento,45.7247667,-121.5718789
13306,US,"As with all Ayoub wines, the immaculate fruit and impeccable structure impress the most. Deep flavors of strawberry and raspberry are set in a toasty frame, with underlying minerality. The finish is drying and extends for well over a minute.",Estate Whole Cluster,94,75,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Ayoub 2014 Estate Whole Cluster Pinot Noir (Dundee Hills),Pinot Noir,Ayoub,45.277904,-123.018535
13311,US,"Lush aromatics feature sassafras, strawberry pastry and milk chocolate. This forward, seductive wine offers complex red-fruit flavors with details of cinnamon toast, coffee grounds and dark chocolate.",Winery Hill Vineyard,94,90,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Domaine Serene 2012 Winery Hill Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Domaine Serene,45.277904,-123.018535
14908,US,"Jenkins is a Charlie Chenoweth-farmed site, an 18-acre vineyard in the Sebastopol Hills. Spicy acidity cradles considerable weight and breadth, accented in rose petals, cardamom and an elusive partnership of raspberry and strawberry. It's entirely exotic and delicious, both concentrated and lush.",Jenkins Ranch,94,60,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Patz & Hall 2014 Jenkins Ranch Pinot Noir (Sonoma Coast),Pinot Noir,Patz & Hall,38.4052701,-123.096764
14910,US,"Yet another example of where a producer's slightly cheaper appellation blends are just as stunning as the single-vineyard expressions. Steve Dooley's bottling offers black sage, dried tarragon, fennel, beet juice, cranberry, Earl Grey tea and smoked game on the nose. The palate shows smoked pork with a black-cherry rub, a touch of pencil lead and an intriguing red-sumac flavor.",Estate Bottled,94,32,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Stephen Ross 2014 Estate Bottled Pinot Noir (Edna Valley),Pinot Noir,Stephen Ross,35.2168996,-120.6077553
21403,US,"Though not yet certified, this estate vineyard is biodynamically farmed. This is the first release from these grapes. A Rh??ne blend (61% Syrah, 34% Grenache, 5% Mourv??dre), it's aromatically captivating, with a fascinating mix of violets and stones. The wine itself seems carved out of rock, its flavors in bas-relief. Intense raspberry and cassis, white pepper, fine length and crystalline acidity.",Steep Creek Ranch Red,94,50,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine?ˇ,Syncline 2007 Steep Creek Ranch Red Red (Columbia Gorge (OR)),Red Blend,Syncline,45.7247667,-121.5718789
